290499.16235 5.91018 78.06494
290538.19482 5.91073 78.06494
290577.22729 5.91127 78.06494
290616.25976 5.91190 78.06494
290655.29224 5.91253 78.06494
290694.32471 5.91316 78.06494
290733.35718 5.91380 78.06494
290772.38965 5.91445 78.06494
290811.42212 5.91511 78.06494
290850.45459 5.91576 78.06494
290889.48706 5.91634 78.06494
290928.51953 5.91690 78.06494
290967.55200 5.91749 78.06494
291006.58447 5.91810 78.06494
291045.61694 5.91872 78.06494
291084.64941 5.91936 78.06494
291123.68188 5.92000 78.06494
291162.71435 5.92062 78.06494
291201.74682 5.92124 78.06494
291240.77929 5.92187 78.06494
291279.81176 5.92254 78.06494
291318.84424 5.92321 78.06494
291357.87671 5.92376 78.06494
291396.90918 5.92431 78.06494
291435.94165 5.92492 78.06494
291474.97412 5.92558 78.06494
291514.00659 5.92624 78.06494
291553.03906 5.92689 78.06494
291592.07153 5.92754 78.06494
291631.10400 5.92815 78.06494
291670.13647 5.92876 78.06494
291709.16894 5.92938 78.06494
291748.20141 5.93004 78.06494
291787.23388 5.93070 78.06494
291826.26635 5.93138 78.06494
291865.29882 5.93205 78.06494
291904.33129 5.93269 78.06494
291943.36376 5.93333 78.06494
291982.39624 5.93396 78.06494
292021.42871 5.93458 78.06494
292060.46118 5.93521 78.06494
292099.49365 5.93589 78.06494
292138.52612 5.93658 78.06494
292177.55859 5.93727 78.06494
292216.59106 5.93796 78.06494
292255.62353 5.93863 78.06494
292294.65600 5.93927 78.06494
292333.68847 5.93991 78.06494
292372.72094 5.94055 78.06494
292411.75341 5.94119 78.06494
292450.78588 5.94184 78.06494
292489.81835 5.94250 78.06494
292528.85082 5.94316 78.06494
292567.88329 5.94386 78.06494
292606.91576 5.94457 78.06494
292645.94824 5.94524 78.06494
292684.98071 5.94591 78.06494
292724.01318 5.94656 78.06494
292763.04565 5.94720 78.06494
292802.07812 5.94783 78.06494
292841.11059 5.94853 78.06494
292880.14306 5.94924 78.06494
292919.17553 5.94992 78.06494
292958.20800 5.95057 78.06494
292997.24047 5.95122 78.06494
293036.27294 5.95187 78.06494
293075.30541 5.95251 78.06494
293114.33788 5.95320 78.06494
293153.37035 5.95389 78.06494
293192.40282 5.95459 78.06494
293231.43529 5.95530 78.06494
293270.46776 5.95601 78.06494
293309.50024 5.95664 78.06494
293348.53271 5.95727 78.06494
293387.56518 5.95793 78.06494
293426.59765 5.95861 78.06494
293465.63012 5.95930 78.06494
293504.66259 5.96003 78.06494
293543.69506 5.96075 78.06494
293582.72753 5.96140 78.06494
293621.76000 5.96203 78.06494
