#beta	t	st	t_sym	st_sym
7.7	3.89023 0.00326336 4.1334 0.00327838
7.85	4.78536 0.00572126 4.97467 0.00572615
8.0	5.74296 0.0135233  5.89688 0.0137659
8.2	7.20563 0.022756   7.32425 0.0219534
8.3	7.98115 0.0565678  8.09022 0.0564988
8.4	8.86087 0.0383516  8.94532 0.0418699
